store;website;sku;price;special_from_date;special_to_date;special_price
admin;base;D13979VIOLET;1423.14;18/01/15;31/12/50;996.69
admin;base;D14679VIOLET;1498.35;18/01/15;31/12/50;1049.59
admin;base;D1570001035R770;548.76;18/01/15;31/12/50;384.30
admin;base;D2200001291999;533.06;18/01/15;31/12/50;373.55
admin;base;D2210001291919;595.87;18/01/15;31/12/50;417.36
admin;base;D2210001291999;595.87;18/01/15;31/12/50;417.36
admin;base;D227100637;347.93;;;
admin;base;D227100861;347.93;;;
admin;base;D30214203251008;236.36;18/01/16;31/12/50;118.18
admin;base;D335000009;238.84;;;
admin;base;D3350001291999;238.84;18/01/15;31/12/50;167.77
admin;base;D335000770;238.84;;;
admin;base;D412000FGB11629;455.37;18/01/15;31/12/50;319.01
admin;base;D41600011721919;419.83;18/01/15;31/12/50;294.21
admin;base;D4310001035R035;359.50;18/01/15;31/12/50;252.07
admin;base;D4310001035R405;359.50;18/01/15;31/12/50;252.07
admin;base;D4310001035R919;359.50;18/01/15;31/12/50;252.07
admin;base;D455000010;280.99;;;
admin;base;D455000999;280.99;;;
admin;base;D50198001331008;682.64;30/12/99;30/12/99;.00
admin;base;D80387004221001;301.65;18/01/16;31/12/50;151.24
admin;base;D90185204277008;138.02;18/01/16;31/12/50;69.42
admin;base;D90195204311008;252.07;18/01/16;31/12/50;126.45
admin;base;D91000108711690;506.61;18/01/15;31/12/50;355.37
admin;base;D9L610170;41.32;20/06/14;31/12/50;20.66
admin;base;D9L610320;71.07;20/06/14;31/12/50;35.54
admin;base;D9L760390-470;56.20;09/01/15;31/12/50;28.10
admin;base;D9MGO0820520;219.83;18/01/16;31/12/50;109.92
admin;base;D9MK40820520;338.84;18/01/16;31/12/50;169.42
admin;base;D9NOH0820520;235.54;18/01/16;31/12/50;118.18
admin;base;DA2Z1504P;5790.91;18/01/15;31/12/50;4053.72
admin;base;DAKTARISMALLMEN;1249.59;10/08/15;31/12/50;624.79
admin;base;DAWN1002;483.47;;;
admin;base;DAX4011A000;8657.85;07/08/13;31/12/50;4328.93
admin;base;DAX4011A000GOLD;8657.85;07/08/13;31/12/50;4328.93
admin;base;DAX4011A000SILV;8657.85;07/08/13;31/12/50;4328.93
admin;base;DCOT418503BLACK;488.43;18/01/15;31/12/50;342.15
admin;base;DD02A7OFFWHITE;309.92;30/12/99;30/12/99;.00
admin;base;DD12A1SHINYSILV;326.45;30/12/99;30/12/99;.00
admin;base;DE50VASPIGOLD;446.28;15/06/15;31/12/50;267.77
admin;base;DF40021723085;396.69;18/01/16;31/12/50;198.35
admin;base;DF41011173085;318.18;;;
admin;base;DFN2B;285.95;30/12/99;30/12/99;.00
admin;base;DFX1022A081;9690.91;07/08/13;31/12/50;4845.45
admin;base;DIADEMA;211.57;18/01/15;31/12/50;148.76
admin;base;DIDIDBRD1;178.51;30/12/99;30/12/99;.00
admin;base;DIOR2082;159.50;30/12/99;30/12/99;.00
admin;base;DIOR2345-41;177.69;30/12/99;30/12/99;.00
admin;base;DIOR2472-40;191.74;30/12/99;30/12/99;.00
admin;base;DIOR2520-50;159.50;30/12/99;30/12/99;.00
admin;base;DIOR2536-40;207.44;30/12/99;30/12/99;.00
admin;base;DIOR2536-41;191.74;27/11/14;30/12/50;95.87
admin;base;DIOR2554-11;191.74;30/12/99;30/12/99;.00
admin;base;DIOR2615-94;159.50;27/11/14;30/12/50;80.17
admin;base;DIOR2616-10GRD;191.74;30/12/99;30/12/99;.00
admin;base;DIPLOMAT SS B/G;394.21;30/12/99;30/12/99;.00
admin;base;DIPLOMAT SS G/B;394.21;30/12/99;30/12/99;.00
admin;base;DIPLOMAT SUR/SL;319.83;30/12/99;30/12/99;.00
admin;base;DIRTYMINDY 000;312.40;27/11/14;30/12/50;156.20
admin;base;DIRTYMINDY 1654;312.40;30/12/99;30/12/99;.00
admin;base;DIRTYMINDY V675;312.40;27/11/14;30/12/50;156.20
admin;base;DIVINITY V646;323.97;30/12/99;30/12/99;.00
admin;base;DL0298S43001100;396.69;18/01/16;31/12/50;198.35
admin;base;DL042436275100;380.17;18/01/16;31/12/50;190.08
admin;base;DL043030462470;293.39;18/01/16;31/12/50;147.11
admin;base;DL043630462470;359.50;18/01/16;31/12/50;180.17
admin;base;DL074535175109;380.17;18/01/16;31/12/50;190.08
admin;base;DL076836275100;314.05;18/01/16;31/12/50;157.02
admin;base;DL077036275100;223.14;18/01/16;31/12/50;111.57
admin;base;DL077136275100;223.14;18/01/16;31/12/50;111.57
admin;base;DL078135175100;380.17;18/01/16;31/12/50;190.08
admin;base;DL079130462470;268.60;18/01/16;31/12/50;134.71
admin;base;DL079130495900;268.60;18/01/16;31/12/50;134.71
admin;base;DL079230462470;359.50;18/01/16;31/12/50;180.17
admin;base;DL0893S30341470;314.05;18/01/16;31/12/50;157.02
admin;base;DL24197BPVCNNBE;322.31;;;
admin;base;DL24197NYBINOOH;297.52;18/01/16;31/12/50;148.76
admin;base;DL25874GOV241OH;569.42;;;
admin;base;DOUBLEAIGRETTE;1004.13;10/08/15;31/12/50;502.48
admin;base;DOUST0106;106.61;30/12/99;30/12/99;.00
admin;base;DOUST0107;92.56;30/12/99;30/12/99;.00
admin;base;DPBHP30;95.04;30/12/99;30/12/99;.00
admin;base;DPD1010RPD734;599.17;18/01/16;31/12/50;300.00
admin;base;DPD1167 D411;566.12;27/11/14;30/12/50;283.47
admin;base;DPD2433PD304403;1358.68;18/01/15;31/12/50;951.24
admin;base;DPD2433PD304800;1323.14;18/01/16;31/12/50;661.98
admin;base;DPD5043PD303622;807.44;18/01/16;31/12/50;404.13
admin;base;DPD5043PD303704;807.44;18/01/16;31/12/50;404.13
admin;base;DPD5237PD720110;1462.81;18/01/16;31/12/50;731.40
admin;base;DPD5250PD742622;1571.07;18/01/16;31/12/50;785.95
admin;base;DPPMP30;95.04;30/12/99;30/12/99;.00
admin;base;DPSHP30;95.04;30/12/99;30/12/99;.00
admin;base;DPWAP30;95.04;30/12/99;30/12/99;.00
admin;base;DR023ATS02A1510;1177.69;18/01/16;31/12/50;589.26
admin;base;DR13BLACK;661.16;18/01/15;31/12/50;462.81
admin;base;DR13WHITE;661.16;18/01/15;31/12/50;462.81
admin;base;DR20092771A1545;1380.17;18/01/16;31/12/50;690.08
admin;base;DR20122638P1639;1309.92;30/12/99;30/12/99;.00
admin;base;DR20142638P1650;822.31;;;
admin;base;DR20293007P1603;2850.41;;;
admin;base;DR20342767P1622;1069.42;;;
admin;base;DR20342785A1510;1561.98;18/01/16;31/12/50;780.99
admin;base;DR20352638P1643;1107.44;30/12/99;30/12/99;.00
admin;base;DR20362346A1559;805.79;18/01/16;31/12/50;403.31
admin;base;DR20412858A1520;1888.43;18/01/16;31/12/50;944.63
admin;base;DR20632785A1510;1640.50;18/01/16;31/12/50;820.66
admin;base;DR20802767A1520;2057.85;18/01/16;31/12/50;1028.93
admin;base;DR20932771A1559;2355.37;18/01/16;31/12/50;1177.69
admin;base;DR20942877P1655;2138.84;;;
admin;base;DR20982877P1602;2471.07;30/12/99;30/12/99;.00
admin;base;DR24BLACK;908.26;15/06/15;31/12/50;545.45
admin;base;DR25BLACK;1287.60;15/06/15;31/12/50;772.73
admin;base;DR50GOLDEN;764.46;18/01/15;31/12/50;535.54
admin;base;DR650BLACKMULTI;301.65;18/01/16;31/12/50;211.57
admin;base;DRS347;1738.84;09/01/15;31/12/50;869.42
admin;base;DRVV149 SS14;580.17;20/06/14;31/12/50;290.08
admin;base;DRVV304AW15PINK;491.74;18/01/16;31/12/50;246.28
admin;base;DRVV308AW15NAVY;680.99;18/01/16;31/12/50;340.50
admin;base;DRVV325AW15COBA;528.93;18/01/16;31/12/50;264.46
admin;base;DRVV329AW15COBA;573.55;18/01/16;31/12/50;286.78
admin;base;DRVV335AW15COBA;702.48;18/01/16;31/12/50;351.24
admin;base;DRVV335AW15RED;702.48;18/01/16;31/12/50;351.24
admin;base;DSR209VED7KYNN;545.45;18/01/15;31/12/50;272.73
admin;base;DUNHILL6093-20;159.50;30/12/99;30/12/99;.00
admin;base;DW5600MT1ER;106.61;30/12/99;30/12/99;.00
admin;base;DW6900GD9ER;90.08;30/12/99;30/12/99;.00
admin;base;DW6900MT7ER;106.61;30/12/99;30/12/99;.00
admin;base;E003512BLACK;599.17;18/01/16;31/12/50;300.00
admin;base;E02147659000;399.17;18/01/15;31/12/50;280.17
admin;base;E02247659000;288.43;18/01/16;31/12/50;144.63
admin;base;E100100392I4159;182.64;;;
admin;base;E16C1342100;123.97;30/12/99;30/12/99;.00
admin;base;E16C1342400;123.97;30/12/99;30/12/99;.00
admin;base;E16C1342402;123.97;30/12/99;30/12/99;.00
admin;base;E16J00270400;148.76;30/12/99;30/12/99;.00
admin;base;E16J00870410;181.82;30/12/99;30/12/99;.00
admin;base;E16J00970055;181.82;30/12/99;30/12/99;.00
admin;base;E16J01870055;181.82;30/12/99;30/12/99;.00
admin;base;E16J10674055;70.25;30/12/99;30/12/99;.00
admin;base;E16J20078100;90.91;30/12/99;30/12/99;.00
admin;base;E16J20078400;90.91;30/12/99;30/12/99;.00
admin;base;E16J20078410;90.91;30/12/99;30/12/99;.00
admin;base;E16S0797400;214.88;;;
admin;base;E16S0797600;214.88;;;
admin;base;E16T1087250;148.76;30/12/99;30/12/99;.00
admin;base;E16T1087410;148.76;30/12/99;30/12/99;.00
admin;base;E16T1485282;115.70;;;
admin;base;E16T1485400;115.70;;;
admin;base;E50191001NERO;736.36;15/06/15;31/12/50;368.60
admin;base;E60126001;700.83;;;
admin;base;EA04235521;683.47;09/01/15;31/12/50;342.15
admin;base;EAR18A;231.40;30/12/99;30/12/99;.00
admin;base;EAR18B;231.40;30/12/99;30/12/99;.00
admin;base;EBP1003;93.39;30/12/99;30/12/99;.00
admin;base;EBP1004;98.35;30/12/99;30/12/99;.00
admin;base;EDM3C3SUN;232.23;30/12/99;30/12/99;.00
admin;base;EG05D17NNOIR;338.84;18/01/15;31/12/50;237.19
admin;base;EG05D18RROUGE;338.84;18/01/15;31/12/50;237.19
admin;base;EK08X01NNOIR;380.99;18/01/15;31/12/50;266.94
admin;base;EK08X02NBLEU;380.99;18/01/15;31/12/50;266.94
admin;base;ELIDEMD11 TURQ;327.27;30/12/99;30/12/99;.00
admin;base;ELLA105;558.68;;;
admin;base;EM10D100NOIR;338.84;18/01/15;31/12/50;237.19
admin;base;EM10D120BLUETTE;338.84;18/01/15;31/12/50;237.19
admin;base;EMSW LUCKY;1628.10;20/06/14;31/12/50;1139.67
admin;base;EOF7PCH2F;236.36;15/10/13;31/12/50;177.69
admin;base;ERCOMET;466.12;10/08/15;31/12/50;233.06
admin;base;ERCOMETACID;466.12;10/08/15;31/12/50;233.06
admin;base;ERWINF64MATTGRE;276.86;30/12/99;30/12/99;.00
admin;base;ERWINF65NAVYBLU;276.86;30/12/99;30/12/99;.00
admin;base;ERWINF9GOLD;276.86;30/12/99;30/12/99;.00
admin;base;EV08P80RROUGE;338.84;18/01/15;31/12/50;237.19
admin;base;EV10P79NNOIR;338.84;18/01/15;31/12/50;237.19
admin;base;EVA1001;573.55;;;
admin;base;F03140179001;172.73;15/06/15;31/12/50;86.78
admin;base;F15MAB238CAD147;668.60;18/01/16;31/12/50;334.71
admin;base;F15MAB254MIK108;668.60;18/01/16;31/12/50;334.71
admin;base;F15MAB255CAD29;328.93;18/01/16;31/12/50;164.46
admin;base;F15MJK201MAT15;1261.16;18/01/16;31/12/50;630.58
admin;base;F15MKN206139;689.26;18/01/16;31/12/50;344.63
admin;base;F15MSH221VES;451.24;18/01/16;31/12/50;225.62
admin;base;F15MSK202153;689.26;18/01/16;31/12/50;344.63
admin;base;F15MSK223MAT20;439.67;18/01/16;31/12/50;219.83
admin;base;F15MSK223MIK40;342.15;18/01/16;31/12/50;171.07
admin;base;F15MSKJ211MIK40;275.21;18/01/16;31/12/50;138.02
admin;base;F20246094CEC990;147.11;;;
admin;base;F20476094DAD990;166.94;;;
admin;base;F2FJNL06;1608.26;30/12/99;30/12/99;.00
admin;base;F451TO829928;192.56;20/06/14;31/12/50;96.69
admin;base;F462BL019533.99;399.17;09/01/15;31/12/50;200.00
admin;base;F552PA08855B01;322.31;15/06/15;31/12/50;161.16
admin;base;F555SO002AZE76;22.31;15/06/15;31/12/50;11.57
admin;base;F561SA503M01AG;455.37;18/01/16;31/12/50;228.10
admin;base;F561SW78795693;223.14;18/01/16;31/12/50;111.57
admin;base;F561TS83499294;107.44;18/01/16;31/12/50;53.72
admin;base;F562BL03255051;599.17;18/01/16;31/12/50;300.00
admin;base;F562BL03352716;392.56;18/01/16;31/12/50;196.69
admin;base;F562JU13057A16;235.54;18/01/16;31/12/50;118.18
admin;base;F562JU72892216;247.93;18/01/16;31/12/50;123.97
admin;base;F562PA0975AS99;235.54;18/01/16;31/12/50;118.18
admin;base;F562PM603F0316;99.17;18/01/16;31/12/50;49.59
admin;base;F562PM603F0376;99.17;18/01/16;31/12/50;49.59
admin;base;F562PM603F0386;99.17;18/01/16;31/12/50;49.59
admin;base;F562RO37252016;392.56;18/01/16;31/12/50;196.69
admin;base;F562RO8344XC98;247.93;18/01/16;31/12/50;123.97
admin;base;F562RO8354XE86;223.14;18/01/16;31/12/50;111.57
admin;base;F562SA503M01MU;429.75;18/01/16;31/12/50;214.88
admin;base;F562SA606F0316;169.42;18/01/16;31/12/50;85.12
admin;base;F562SA606F0386;169.42;18/01/16;31/12/50;85.12
admin;base;F562SA606FA1AG;179.34;18/01/16;31/12/50;90.08
admin;base;F562SA607F0376;111.57;18/01/16;31/12/50;56.20
admin;base;F562SA607F0386;109.92;18/01/16;31/12/50;55.37
admin;base;F562SW7054XC16;169.42;18/01/16;31/12/50;85.12
admin;base;F562SW7054XC98;174.38;18/01/16;31/12/50;87.60
admin;base;F562SW7274XE99;223.14;18/01/16;31/12/50;111.57
admin;base;F562SW7284XE86;479.34;18/01/16;31/12/50;239.67
admin;base;F562SW7294XE99;479.34;18/01/16;31/12/50;239.67
admin;base;F562SW765950MU;247.93;18/01/16;31/12/50;123.97
admin;base;F562SW77795293;169.42;18/01/16;31/12/50;85.12
admin;base;F562TO1355AM16;363.64;18/01/16;31/12/50;181.82
admin;base;F562TO1355AS99;392.56;18/01/16;31/12/50;196.69
admin;base;F562TO1355DH16;305.79;18/01/16;31/12/50;152.89
admin;base;F562TO4303XB01;309.92;18/01/16;31/12/50;155.37
admin;base;F562TO50286226;276.86;18/01/16;31/12/50;138.84
admin;base;F562TS7214YD16;74.38;18/01/16;31/12/50;37.19
admin;base;F562TS7214YD98;76.03;18/01/16;31/12/50;38.02
admin;base;F565AC813F25MU;95.04;18/01/16;31/12/50;47.93
admin;base;F565BL7184MA98;214.88;18/01/16;31/12/50;107.44
admin;base;F565CH1001FR01;140.50;18/01/16;31/12/50;70.25
admin;base;F565CH1001FR63;145.45;18/01/16;31/12/50;72.73
admin;base;F565CH1021FP01;152.89;18/01/16;31/12/50;76.86
admin;base;F565CH2001KG76;152.89;18/01/16;31/12/50;76.86
admin;base;F565CH2101KE76;152.89;18/01/16;31/12/50;76.86
admin;base;F565PA2201AA75;190.08;18/01/16;31/12/50;95.04
admin;base;F565PA2221RF98;305.79;18/01/16;31/12/50;152.89
admin;base;F565PM202F23MU;111.57;18/01/16;31/12/50;56.20
admin;base;F565PO0014BA97;90.91;18/01/16;31/12/50;45.45
admin;base;F565PO0014BA99;90.91;18/01/16;31/12/50;45.45
admin;base;F565PO014BA77;90.91;18/01/16;31/12/50;45.45
admin;base;F565PU2333LA69;210.74;18/01/16;31/12/50;105.79
admin;base;F565PU2513XC99;392.56;18/01/16;31/12/50;196.69
admin;base;F565PU2563XH77;305.79;18/01/16;31/12/50;152.89
admin;base;F565SF210F25MU;318.18;18/01/16;31/12/50;159.50
admin;base;F565SF211F25MU;342.98;18/01/16;31/12/50;171.90
admin;base;F565SF215F23MU;318.18;18/01/16;31/12/50;159.50
admin;base;F565SF218F23MU;318.18;18/01/16;31/12/50;159.50
admin;base;F565SW0014XC98;169.42;18/01/16;31/12/50;85.12
admin;base;F565SW0014XE86;169.42;18/01/16;31/12/50;85.12
admin;base;F565SW0014XM77;169.42;13/11/15;31/12/50;169.42
admin;base;F565SW0554XE99;169.42;18/01/16;31/12/50;85.12
admin;base;F565SW0934MA53;174.38;18/01/16;31/12/50;87.60
admin;base;F565SW0954MB23;247.93;18/01/16;31/12/50;123.97
admin;base;F565SW0964MB99;214.88;18/01/16;31/12/50;107.44
admin;base;F565SW1024ME93;223.14;18/01/16;31/12/50;111.57
admin;base;F565TS0184SH01;74.38;18/01/16;31/12/50;37.19
admin;base;F565TS0504YC98;76.03;18/01/16;31/12/50;38.02
admin;base;F565TS0504YE86;76.03;18/01/16;31/12/50;38.02
admin;base;F565VE4111RF98;512.40;18/01/16;31/12/50;256.20
admin;base;F56OU3211OK77;609.09;18/01/16;31/12/50;304.96
admin;base;F652PA72295193;171.07;;;
admin;base;F652RO72895193;234.71;30/12/99;30/12/99;.00
admin;base;F652RO85698193;151.24;;;
admin;base;F652RO85698199;151.24;;;
admin;base;F652SW7144XA99;171.07;18/01/16;31/12/50;85.95
admin;base;F652SW79795001;171.07;;;
admin;base;F652SW79795026;171.07;;;
admin;base;F652TO70495193;195.04;;;
admin;base;F652TS7214YA99;74.38;18/01/16;31/12/50;37.19
admin;base;F655PA5582FD99;166.12;;;
admin;base;F655PO0014BA01;91.74;;;
admin;base;F655SW0014XC93;171.07;;;
admin;base;F655TS0504YC93;74.38;;;
admin;base;F655TS0704BD01;103.31;;;
admin;base;FAFW4BLACK;314.05;18/01/15;31/12/50;219.83
admin;base;FANTASIA;7396.69;01/01/05;31/12/50;3698.35
admin;base;FAWCETT;580.17;10/08/15;31/12/50;290.08
admin;base;FB0241S44491258;714.88;18/01/16;31/12/50;357.85
admin;base;FB0252S30309961;380.17;18/01/16;31/12/50;190.08
admin;base;FB5347GOV221OH;1024.79;;;
admin;base;FB5347GOV241OH;1024.79;;;
admin;base;FB5355NYBINOOH*;537.19;18/01/16;31/12/50;268.60
admin;base;FBD1128FNAPF121;267.77;18/01/16;31/12/50;133.88
admin;base;FBD1128FNAPF41N;267.77;18/01/16;31/12/50;133.88
admin;base;FBD1130FNPSF41N;300.83;18/01/16;31/12/50;150.41
admin;base;FBD1130FNPSF61N;300.83;30/12/99;30/12/99;.00
admin;base;FBD1133FNPSF121;455.37;18/01/16;31/12/50;228.10
admin;base;FBD1133FNPSF41N;455.37;30/12/99;30/12/99;.00
admin;base;FBD1145FNPSF01N;738.84;18/01/16;31/12/50;369.42
admin;base;FBD1145FNPSF41N;738.84;30/12/99;30/12/99;.00
admin;base;FBD1146FNPSF41N;433.06;30/12/99;30/12/99;.00
admin;base;FBD1155FAYENF92;490.91;;;
admin;base;FBD1163FV10F41N;455.37;;;
admin;base;FBD1176FV10F41N;740.50;;;
admin;base;FBD1177FNVF61N;372.73;;;
admin;base;FBD1177FV10F01N;350.41;;;
admin;base;FBD1177FV10F41N;350.41;;;
admin;base;FBD1178FV10F61N;325.62;;;
admin;base;FBD1178FV10F72N;325.62;;;
admin;base;FBU0039FNPKF41N;433.06;;;
admin;base;FBU0041FTSTNF3S;309.92;18/01/16;31/12/50;155.37
admin;base;FC700PK;74.38;30/12/99;30/12/99;.00
admin;base;FCU0060FVTOF41N;131.40;18/01/16;31/12/50;66.12
admin;base;FD99CO01396;78.51;30/12/99;30/12/99;.00
admin;base;FD99CO01396-;78.51;30/12/99;30/12/99;.00
admin;base;FEDERAPAVOBLACK;307.44;30/12/99;30/12/99;.00
admin;base;FENICE1BLACK;370.25;18/01/16;31/12/50;185.12
admin;base;FENICE3BEIGE;370.25;18/01/16;31/12/50;185.12
admin;base;FERRARI F18-524;177.69;30/12/99;30/12/99;.00
admin;base;FERRARI F18-586;177.69;30/12/99;30/12/99;.00
admin;base;FI01CO00000;89.26;30/12/99;30/12/99;.00
admin;base;FI01CO00000-;89.26;30/12/99;30/12/99;.00
admin;base;FILIPPABLUE;852.89;15/06/15;31/12/50;512.40
admin;base;FIM102GOLD;717.36;18/01/15;31/12/50;502.48
admin;base;FINGERY 201N;285.95;30/12/99;30/12/99;.00
admin;base;FJ140DGREYBLACK;100.00;18/01/15;31/12/50;70.25
admin;base;FJ140DWHITEBLUE;100.00;18/01/15;31/12/50;70.25
admin;base;FJ508ABLACK;176.03;18/01/15;31/12/50;123.97
admin;base;FJ802LOOPBLACK;98.35;;;
admin;base;FJSH103WHITE;171.90;;;
admin;base;FL0026BLACKGOLD;1327.27;18/01/15;31/12/50;929.75
admin;base;FL01CO01396;173.55;30/12/99;30/12/99;.00
admin;base;FL01CO01396-;173.55;30/12/99;30/12/99;.00
admin;base;FLC141521108;212.40;;;
admin;base;FLIGHT004 7804C;371.07;30/12/99;30/12/99;.00
admin;base;FLYINGPIGGYP5;208.26;30/12/99;30/12/99;.00
admin;base;FP004T0193PAW1;442.98;09/01/15;31/12/50;221.49
admin;base;FP4151 T0218;529.75;20/06/14;31/12/50;265.29
admin;base;FR001;122.31;15/10/13;31/12/50;91.74
admin;base;FR003;122.31;15/10/13;31/12/50;91.74
admin;base;FRANKBROWN;462.81;27/11/14;30/12/50;231.40
admin;base;FRANZAZUREBLUE;238.02;30/12/99;30/12/99;.00
admin;base;FRANZF61BASALT;252.89;30/12/99;30/12/99;.00
admin;base;FRANZF64MATTGRE;276.86;30/12/99;30/12/99;.00
admin;base;FRANZF9GOLD;238.02;30/12/99;30/12/99;.00
admin;base;FRITZF35COPPER;238.02;30/12/99;30/12/99;.00
admin;base;FS0241529001;265.29;18/01/16;31/12/50;133.06
admin;base;FS0541250001;238.84;;;
admin;base;FSD583CFV10F01N;207.44;;;
admin;base;FSD583CFV10F41N;207.44;30/12/99;30/12/99;.00
admin;base;FSD583CFVSP2F92;227.27;;;
admin;base;FSU483CFV10F41N;207.44;;;
admin;base;FSU483CFV10F61N;207.44;;;
admin;base;FUTUREISPAST03;208.26;30/12/99;30/12/99;.00
admin;base;FUTUREISPASTGB2;208.26;30/12/99;30/12/99;.00
admin;base;FV02 CALF;1257.02;09/01/15;31/12/50;628.93
admin;base;FW1510101BLACK;238.84;18/01/16;31/12/50;167.77
admin;base;FW1510101COBALT;238.84;18/01/16;31/12/50;167.77
admin;base;FW1510136BLACK;322.31;18/01/16;31/12/50;225.62
admin;base;FW1510136COBALT;322.31;18/01/16;31/12/50;225.62
admin;base;FW1512701BLACK;206.61;18/01/16;31/12/50;144.63
admin;base;FW1512701COBALT;206.61;18/01/16;31/12/50;144.63
admin;base;FW15M229CAMEL;537.19;18/01/16;31/12/50;268.60
admin;base;FW15M627ECRU;314.05;18/01/16;31/12/50;157.02
admin;base;FW15M709ROYAL;49.59;18/01/16;31/12/50;24.79
admin;base;FW15M710BLUE;49.59;18/01/16;31/12/50;24.79
admin;base;FW15M714DARK;57.85;18/01/16;31/12/50;28.93
admin;base;FW15M714ROYAL;57.85;18/01/16;31/12/50;28.93
admin;base;FW15M726BLACK;147.93;18/01/16;31/12/50;74.38
admin;base;FW15M731COBALT;182.64;18/01/16;31/12/50;91.74
admin;base;FW15M735BLACK;206.61;18/01/16;31/12/50;103.31
admin;base;FW15M740BLACK;182.64;18/01/16;31/12/50;91.74
admin;base;FW15U701WHITE;49.59;18/01/16;31/12/50;24.79
admin;base;FW15U705NAVY;124.79;18/01/16;31/12/50;62.81
admin;base;FW15U720NAVY;197.52;18/01/16;31/12/50;99.17
admin;base;FZ5350GOV221OH;1446.28;;;
admin;base;FZ5350GOV241OH;1446.28;18/01/16;31/12/50;723.14
admin;base;FZ5350NY1C41OH;676.86;30/12/99;30/12/99;.00
admin;base;FZ5350NYBINOOH*;801.65;18/01/16;31/12/50;400.83
admin;base;FZ5350NYS9NWP;769.42;;;
admin;base;G0011PEFW160209;295.87;18/01/16;31/12/50;147.93
admin;base;G0014PEFW160309;294.21;18/01/16;31/12/50;147.11
admin;base;G0036-W15;519.83;09/01/15;31/12/50;260.33
admin;base;G008 AVIOSLIM M;103.31;30/12/99;30/12/99;.00
admin;base;G008AVIO SLIMMO;103.31;30/12/99;30/12/99;.00
admin;base;G0151W160103W;393.39;18/01/16;31/12/50;196.69
admin;base;G05024DMTND41E;232.23;30/12/99;30/12/99;.00
admin;base;G05024MTN41OH*;232.23;30/12/99;30/12/99;.00
admin;base;G05024MTNK18O;232.23;30/12/99;30/12/99;.00
admin;base;G05579MTN41O;99.17;30/12/99;30/12/99;.00
admin;base;G05590JMSK18O;297.52;30/12/99;30/12/99;.00
admin;base;G0D233JMSD41OC;504.96;;;
admin;base;G0D483JMX86O;181.82;30/12/99;30/12/99;.00
admin;base;G0D992JMSD41OC;182.64;;;
admin;base;G0E010DJMXD01O;161.16;30/12/99;30/12/99;.00
admin;base;G0E534JMTD00OC;240.50;;;
admin;base;G0E914JMT00O;322.31;30/12/99;30/12/99;.00
admin;base;G0F063MTN01OC;140.50;30/12/99;30/12/99;.00
admin;base;G0F063MTND41O;139.67;;;
admin;base;G0F063MTND5SOC;139.67;;;
admin;base;G0F063MTNK6LOC;139.67;;;
admin;base;G0F063MTNK6NOC;140.50;30/12/99;30/12/99;.00
admin;base;G0F063MTNK6QOC;140.50;30/12/99;30/12/99;.00
admin;base;G0F063MTNK7EOC;140.50;30/12/99;30/12/99;.00
admin;base;G0F110DJMTD00O;239.67;30/12/99;30/12/99;.00
admin;base;G0F310JMTD00O;309.09;;;
admin;base;G0F465JMXDCO0;206.61;;;
admin;base;G1 JUNGLE AVIOB;123.97;30/12/99;30/12/99;.00
admin;base;G1 JUNGLE DISCO;123.97;30/12/99;30/12/99;.00
admin;base;G11 TURTLE CUTW;85.95;30/12/99;30/12/99;.00
admin;base;G11S BLACKCAT;85.95;30/12/99;30/12/99;.00
admin;base;G11S BUBBLECAT;85.95;30/12/99;30/12/99;.00
admin;base;G11S MULTICATGR;85.95;30/12/99;30/12/99;.00
admin;base;G11S MULTICATYE;85.95;30/12/99;30/12/99;.00
admin;base;G14698JMS41O*;380.17;30/12/99;30/12/99;.00
admin;base;G14698JMSD41O;389.26;;;
admin;base;G14703DMT1D00K;330.58;30/12/99;30/12/99;.00
admin;base;G14703MT100O*;330.58;30/12/99;30/12/99;.00
admin;base;G14703MT1D00O;330.58;30/12/99;30/12/99;.00
admin;base;G14706DMT1D00HS;404.96;30/12/99;30/12/99;.00
admin;base;G14850DMTDD00O;438.02;30/12/99;30/12/99;.00
admin;base;G15196JMSK18O;446.28;30/12/99;30/12/99;.00
admin;base;G15502DJMTD00O;165.29;30/12/99;30/12/99;.00
admin;base;G15526DJMTD00O;148.76;30/12/99;30/12/99;.00
admin;base;G15668DJMXDCO0;198.35;30/12/99;30/12/99;.00
admin;base;G15670DJMTD00O;181.82;30/12/99;30/12/99;.00
admin;base;G15671JMT00O;181.82;30/12/99;30/12/99;.00
admin;base;G15671JMTD00O;182.64;;;
admin;base;G15672DMSPD41O;256.20;30/12/99;30/12/99;.00
admin;base;G15672MSP41O;256.20;30/12/99;30/12/99;.00
admin;base;G15672MSPD41O;256.20;30/12/99;30/12/99;.00
admin;base;G15857JMT00O;240.50;;;
admin;base;G15868JMT00O;404.13;;;
admin;base;G1D240JMSD41OC;412.40;;;
admin;base;G1D240JMT00OC;413.22;30/12/99;30/12/99;.00
admin;base;G1D487DJMTD00O;661.98;30/12/99;30/12/99;.00
admin;base;G1D493JMX86O;214.88;30/12/99;30/12/99;.00
admin;base;G1E009JMXD01O;206.61;;;
admin;base;G1E550JMT00OC;429.75;30/12/99;30/12/99;.00
admin;base;G1E550JMTD00OC;429.75;;;
admin;base;G1E975JMXCO0;537.19;30/12/99;30/12/99;.00
admin;base;G1F040DJMTD00OP;347.11;30/12/99;30/12/99;.00
